time,epoch,batch,loss,cost
0min3sec,0,0,-4.231,15.132
0min8sec,0,10,18.957,12.642
0min8sec,0,20,15.963,11.554
0min7sec,0,30,12.354,10.877
0min6sec,0,40,9.526,10.420
0min6sec,0,50,7.595,10.092
0min6sec,0,60,6.247,9.846
0min6sec,0,70,5.221,9.657
0min6sec,0,80,4.423,9.509
0min7sec,0,90,3.851,9.385
0min7sec,0,100,3.402,9.279
0min6sec,0,110,3.084,9.179
0min6sec,0,120,2.763,9.094
0min6sec,0,130,2.493,9.020
0min6sec,0,140,2.258,8.953
0min6sec,0,150,2.090,8.889
0min6sec,0,160,1.921,8.832
0min7sec,0,170,1.758,8.780
0min6sec,0,180,1.620,8.731
0min6sec,0,190,1.494,8.687
0min7sec,0,200,1.362,8.649
0min6sec,0,210,1.272,8.613
0min6sec,0,220,1.188,8.578
0min6sec,0,230,1.121,8.544
0min6sec,0,240,1.046,8.512
0min6sec,0,250,0.971,8.483
0min6sec,0,260,0.917,8.454
0min6sec,0,270,0.838,8.429
0min6sec,0,280,0.770,8.409
0min6sec,0,290,0.731,8.386
0min6sec,0,300,0.698,8.365
0min6sec,0,310,0.669,8.343
0min6sec,0,320,0.641,8.323
0min6sec,0,330,0.605,8.304
0min6sec,0,340,0.579,8.284
0min6sec,0,350,0.551,8.266
0min6sec,0,360,0.528,8.248
0min6sec,0,370,0.509,8.231
0min6sec,0,380,0.488,8.214
0min6sec,0,390,0.456,8.200
0min6sec,0,400,0.441,8.184
0min6sec,0,410,0.414,8.171
0min6sec,0,420,0.408,8.155
0min6sec,0,430,0.392,8.141
0min6sec,0,440,0.375,8.127
0min6sec,0,450,0.345,8.115
0min6sec,0,460,0.332,8.102
0min6sec,0,470,0.317,8.091
0min6sec,0,480,0.312,8.078
0min6sec,0,490,0.301,8.066
0min6sec,0,500,0.291,8.055
0min6sec,0,510,0.283,8.043
0min6sec,0,520,0.278,8.032
0min6sec,0,530,0.273,8.021
0min6sec,0,540,0.265,8.010
0min6sec,0,550,0.257,8.000
0min6sec,0,560,0.250,7.990
0min6sec,0,570,0.242,7.980
0min6sec,0,580,0.231,7.970
0min6sec,0,590,0.225,7.961
0min6sec,0,600,0.220,7.952
0min6sec,0,610,0.214,7.943
0min6sec,0,620,0.209,7.935
0min6sec,0,630,0.205,7.927
0min6sec,0,640,0.201,7.919
0min6sec,0,650,0.200,7.911
0min6sec,0,660,0.197,7.903
0min6sec,0,670,0.194,7.895
0min6sec,0,680,0.190,7.887
0min6sec,0,690,0.185,7.879
0min6sec,0,700,0.178,7.872
0min6sec,0,710,0.177,7.865
