time,epoch,batch,loss,cost
3min42sec,0,0,-70.640,61.453
0min56sec,0,100,281.814,39.662
0min51sec,0,200,147.146,33.987
0min51sec,0,300,97.128,31.506
0min53sec,0,400,69.464,30.146
0min53sec,0,500,55.944,29.273
0min52sec,0,600,45.523,28.611
0min51sec,0,700,38.405,28.072
0min51sec,0,800,33.474,27.613
0min51sec,0,900,28.930,27.241
0min51sec,0,1000,26.048,26.920
0min51sec,0,1100,23.935,26.627
0min51sec,0,1200,21.780,26.355
0min51sec,0,1300,20.026,26.112
0min51sec,0,1400,18.387,25.875
0min51sec,0,1500,17.072,25.670
0min51sec,0,1600,15.643,25.516
0min51sec,0,1700,14.894,25.348
0min51sec,0,1800,14.095,25.185
0min51sec,0,1900,13.256,25.041
0min51sec,0,2000,12.630,24.897
0min51sec,0,2100,11.887,24.784
0min51sec,0,2200,11.489,24.657
0min51sec,0,2300,11.063,24.541
0min51sec,0,2400,10.726,24.428
0min51sec,0,2500,10.290,24.331
0min51sec,0,2600,10.023,24.235
0min51sec,0,2700,9.764,24.140
0min51sec,0,2800,9.385,24.052
0min52sec,0,2900,8.887,23.971
0min52sec,0,3000,8.321,23.895
0min51sec,0,3100,7.943,23.818
0min51sec,0,3200,7.748,23.747
0min51sec,0,3300,7.465,23.676
0min51sec,0,3400,7.211,23.609
0min51sec,0,3500,6.955,23.546
0min51sec,0,3600,6.791,23.481
0min51sec,0,3700,6.540,23.421
0min51sec,0,3800,6.287,23.371
0min51sec,0,3900,6.044,23.322
0min52sec,0,4000,5.841,23.277
0min51sec,0,4100,5.574,23.230
0min53sec,0,4200,5.167,23.197
0min51sec,0,4300,5.013,23.149
0min51sec,0,4400,4.885,23.100
0min51sec,0,4500,4.736,23.054
0min52sec,0,4600,4.643,23.012
0min51sec,0,4700,4.525,22.966
0min51sec,0,4800,4.378,22.921
0min50sec,0,4900,4.220,22.879
0min51sec,0,5000,4.085,22.841
0min51sec,0,5100,4.016,22.799
0min51sec,0,5200,3.899,22.759
0min51sec,0,5300,3.818,22.723
0min51sec,0,5400,3.663,22.692
0min51sec,0,5500,3.595,22.664
0min51sec,0,5600,3.568,22.631
0min51sec,0,5700,3.530,22.594
0min51sec,0,5800,3.496,22.560
0min51sec,0,5900,3.428,22.534
0min51sec,0,6000,3.388,22.504
0min52sec,0,6100,3.243,22.477
0min54sec,0,6200,2.648,22.459
0min51sec,0,6300,2.595,22.431
0min51sec,0,6400,2.514,22.405
0min51sec,0,6500,2.380,22.378
0min51sec,0,6600,2.274,22.352
0min51sec,0,6700,2.213,22.323
0min51sec,0,6800,2.097,22.296
0min51sec,0,6900,2.023,22.268
0min53sec,0,7000,1.823,22.247
0min54sec,0,7100,1.542,22.238
0min51sec,0,7200,1.443,22.213
0min51sec,0,7300,1.383,22.191
0min51sec,0,7400,1.322,22.168
0min50sec,0,7500,1.276,22.142
0min51sec,0,7600,1.157,22.121
0min51sec,0,7700,1.122,22.095
0min50sec,0,7800,1.089,22.073
0min51sec,0,7900,1.047,22.051
0min51sec,0,8000,0.983,22.030
0min51sec,0,8100,0.925,22.008
0min51sec,0,8200,0.878,21.987
0min51sec,0,8300,0.813,21.967
0min51sec,0,8400,0.786,21.946
0min51sec,0,8500,0.729,21.927
0min50sec,0,8600,0.679,21.909
0min51sec,0,8700,0.640,21.889
0min51sec,0,8800,0.597,21.870
0min51sec,0,8900,0.531,21.849
0min51sec,0,9000,0.487,21.832
0min51sec,0,9100,0.431,21.815
0min51sec,0,9200,0.389,21.798
0min51sec,0,9300,0.336,21.780
0min51sec,0,9400,0.285,21.762
0min52sec,0,9500,0.216,21.747
0min51sec,0,9600,0.179,21.731
0min51sec,0,9700,0.125,21.714
0min51sec,0,9800,0.012,21.702
0min51sec,0,9900,-0.005,21.686
11min5sec,1,0,-49.535,19.819
0min52sec,1,100,-64.216,20.256
0min52sec,1,200,-64.538,20.266
0min52sec,1,300,-77.484,20.434
0min52sec,1,400,-84.805,20.548
0min52sec,1,500,-82.995,20.512
0min52sec,1,600,-81.801,20.499
0min52sec,1,700,-82.421,20.505
0min52sec,1,800,-83.501,20.517
0min52sec,1,900,-85.792,20.542
0min52sec,1,1000,-85.195,20.528
0min52sec,1,1100,-85.398,20.528
0min52sec,1,1200,-84.911,20.521
0min52sec,1,1300,-85.079,20.520
0min51sec,1,1400,-85.720,20.530
0min52sec,1,1500,-84.943,20.520
0min53sec,1,1600,-84.912,20.526
0min52sec,1,1700,-85.507,20.537
0min52sec,1,1800,-86.374,20.555
0min52sec,1,1900,-86.896,20.564
0min53sec,1,2000,-87.465,20.572
0min52sec,1,2100,-88.042,20.581
0min52sec,1,2200,-88.833,20.590
1min3sec,1,2300,-103.517,20.675
1min24sec,1,2400,-193.570,21.039
1min13sec,1,2500,-283.884,21.425
1min14sec,1,2600,-305.679,21.537
1min3sec,1,2700,-307.160,21.561
0min51sec,1,2800,-300.986,21.548
0min52sec,1,2900,-294.325,21.523
0min51sec,1,3000,-287.423,21.491
0min51sec,1,3100,-281.404,21.466
0min52sec,1,3200,-277.167,21.456
0min51sec,1,3300,-270.925,21.423
0min51sec,1,3400,-265.290,21.396
0min51sec,1,3500,-259.598,21.364
0min51sec,1,3600,-254.258,21.335
0min51sec,1,3700,-249.381,21.310
0min51sec,1,3800,-245.106,21.290
0min51sec,1,3900,-241.044,21.274
0min51sec,1,4000,-236.931,21.255
0min51sec,1,4100,-232.906,21.235
0min51sec,1,4200,-229.101,21.215
0min51sec,1,4300,-225.388,21.195
0min51sec,1,4400,-222.097,21.180
0min51sec,1,4500,-218.907,21.164
0min51sec,1,4600,-215.697,21.147
0min51sec,1,4700,-212.561,21.133
0min51sec,1,4800,-209.563,21.117
0min52sec,1,4900,-206.734,21.102
0min51sec,1,5000,-204.109,21.088
0min51sec,1,5100,-201.733,21.078
0min51sec,1,5200,-199.029,21.062
0min52sec,1,5300,-196.721,21.049
0min52sec,1,5400,-195.241,21.047
0min51sec,1,5500,-192.935,21.034
0min51sec,1,5600,-190.916,21.024
0min52sec,1,5700,-188.499,21.009
0min51sec,1,5800,-186.638,20.999
0min51sec,1,5900,-184.294,20.982
0min51sec,1,6000,-182.486,20.973
0min51sec,1,6100,-180.772,20.966
0min51sec,1,6200,-178.732,20.953
0min51sec,1,6300,-176.756,20.940
0min51sec,1,6400,-175.044,20.929
0min51sec,1,6500,-174.169,20.927
0min51sec,1,6600,-172.188,20.913
0min51sec,1,6700,-170.485,20.903
0min51sec,1,6800,-169.110,20.897
0min51sec,1,6900,-168.020,20.894
0min51sec,1,7000,-166.685,20.888
0min52sec,1,7100,-165.258,20.880
0min51sec,1,7200,-164.009,20.874
0min51sec,1,7300,-162.721,20.868
0min52sec,1,7400,-161.719,20.863
0min52sec,1,7500,-161.011,20.859
0min51sec,1,7600,-161.962,20.868
0min51sec,1,7700,-160.868,20.862
0min51sec,1,7800,-159.519,20.852
0min51sec,1,7900,-158.392,20.846
0min52sec,1,8000,-157.927,20.843
0min52sec,1,8100,-156.922,20.836
0min53sec,1,8200,-156.526,20.833
0min52sec,1,8300,-155.581,20.825
0min55sec,1,8400,-154.991,20.820
0min52sec,1,8500,-153.803,20.812
0min51sec,1,8600,-152.647,20.804
0min51sec,1,8700,-151.613,20.798
0min51sec,1,8800,-150.552,20.792
0min51sec,1,8900,-149.315,20.782
0min51sec,1,9000,-148.275,20.775
0min52sec,1,9100,-147.266,20.768
0min51sec,1,9200,-146.207,20.762
0min51sec,1,9300,-145.107,20.754
0min51sec,1,9400,-144.160,20.749
0min51sec,1,9500,-143.047,20.740
0min52sec,1,9600,-142.113,20.734
0min54sec,1,9700,-141.639,20.733
0min53sec,1,9800,-141.128,20.732
0min51sec,1,9900,-140.327,20.727
10min53sec,2,0,-62.257,20.160
0min53sec,2,100,-56.632,20.327
0min53sec,2,200,-62.356,20.409
0min53sec,2,300,-65.077,20.403
0min54sec,2,400,-68.757,20.394
0min53sec,2,500,-79.859,20.505
0min57sec,2,600,-101.459,20.611
0min53sec,2,700,-99.395,20.584
0min52sec,2,800,-91.804,20.497
0min52sec,2,900,-86.726,20.446
0min52sec,2,1000,-81.796,20.392
0min52sec,2,1100,-78.485,20.357
0min52sec,2,1200,-75.211,20.328
0min52sec,2,1300,-73.574,20.318
0min52sec,2,1400,-72.481,20.311
0min52sec,2,1500,-71.071,20.299
0min52sec,2,1600,-71.298,20.305
0min52sec,2,1700,-70.438,20.300
0min52sec,2,1800,-70.119,20.302
0min52sec,2,1900,-71.263,20.321
0min52sec,2,2000,-71.090,20.322
0min52sec,2,2100,-69.697,20.305
0min52sec,2,2200,-67.927,20.279
0min52sec,2,2300,-67.073,20.268
0min52sec,2,2400,-66.229,20.260
0min53sec,2,2500,-65.775,20.258
0min52sec,2,2600,-64.743,20.245
0min52sec,2,2700,-64.499,20.244
0min52sec,2,2800,-64.642,20.246
0min52sec,2,2900,-64.141,20.239
0min52sec,2,3000,-63.794,20.237
0min52sec,2,3100,-63.553,20.236
0min52sec,2,3200,-63.423,20.234
0min52sec,2,3300,-62.418,20.219
0min52sec,2,3400,-61.844,20.211
0min52sec,2,3500,-61.242,20.202
0min52sec,2,3600,-60.640,20.194
0min52sec,2,3700,-59.820,20.183
0min52sec,2,3800,-59.601,20.180
0min52sec,2,3900,-59.266,20.177
0min52sec,2,4000,-58.637,20.171
0min52sec,2,4100,-58.413,20.169
0min52sec,2,4200,-58.068,20.166
0min52sec,2,4300,-57.697,20.161
0min52sec,2,4400,-57.053,20.153
0min52sec,2,4500,-56.528,20.147
0min52sec,2,4600,-56.281,20.145
0min53sec,2,4700,-56.153,20.145
0min53sec,2,4800,-56.175,20.144
0min53sec,2,4900,-56.075,20.142
0min52sec,2,5000,-56.037,20.142
0min53sec,2,5100,-55.825,20.140
0min52sec,2,5200,-56.016,20.142
0min52sec,2,5300,-55.687,20.136
0min53sec,2,5400,-56.079,20.136
0min52sec,2,5500,-55.651,20.130
0min52sec,2,5600,-55.743,20.131
0min52sec,2,5700,-55.923,20.135
0min52sec,2,5800,-55.953,20.136
0min51sec,2,5900,-55.893,20.137
0min52sec,2,6000,-55.684,20.133
0min52sec,2,6100,-55.363,20.130
0min52sec,2,6200,-55.029,20.127
0min52sec,2,6300,-54.618,20.122
0min52sec,2,6400,-54.241,20.117
0min52sec,2,6500,-53.924,20.114
0min52sec,2,6600,-53.548,20.109
0min52sec,2,6700,-53.442,20.108
0min52sec,2,6800,-53.113,20.104
0min52sec,2,6900,-52.736,20.099
0min52sec,2,7000,-52.560,20.097
0min52sec,2,7100,-52.570,20.098
0min52sec,2,7200,-52.314,20.095
0min53sec,2,7300,-52.431,20.096
0min52sec,2,7400,-52.280,20.094
0min52sec,2,7500,-51.917,20.089
0min52sec,2,7600,-51.668,20.085
0min53sec,2,7700,-51.615,20.085
0min53sec,2,7800,-51.451,20.082
0min52sec,2,7900,-51.288,20.079
0min52sec,2,8000,-50.996,20.075
0min52sec,2,8100,-50.805,20.072
0min52sec,2,8200,-50.633,20.070
0min52sec,2,8300,-50.250,20.064
0min52sec,2,8400,-50.077,20.062
0min52sec,2,8500,-49.972,20.062
0min52sec,2,8600,-50.024,20.065
0min52sec,2,8700,-49.920,20.064
0min52sec,2,8800,-49.901,20.065
0min52sec,2,8900,-49.820,20.064
0min52sec,2,9000,-49.660,20.062
0min52sec,2,9100,-49.398,20.058
0min52sec,2,9200,-49.231,20.056
0min52sec,2,9300,-49.137,20.057
0min52sec,2,9400,-49.148,20.058
0min52sec,2,9500,-49.159,20.059
0min52sec,2,9600,-49.032,20.057
0min52sec,2,9700,-48.915,20.057
0min52sec,2,9800,-48.878,20.057
0min52sec,2,9900,-48.776,20.056
10min51sec,3,0,-25.896,19.676
0min53sec,3,100,-30.069,19.823
0min53sec,3,200,-28.929,19.772
0min53sec,3,300,-25.233,19.702
0min54sec,3,400,-36.418,19.873
0min53sec,3,500,-41.313,19.963
0min53sec,3,600,-42.630,19.982
0min53sec,3,700,-40.632,19.955
0min53sec,3,800,-39.538,19.939
0min53sec,3,900,-39.316,19.938
0min53sec,3,1000,-37.880,19.913
0min54sec,3,1100,-38.253,19.915
0min54sec,3,1200,-37.016,19.895
0min53sec,3,1300,-35.801,19.876
0min53sec,3,1400,-34.918,19.865
0min53sec,3,1500,-34.513,19.860
0min53sec,3,1600,-34.778,19.864
0min53sec,3,1700,-35.664,19.877
0min53sec,3,1800,-34.967,19.866
0min53sec,3,1900,-35.689,19.876
0min53sec,3,2000,-36.071,19.881
0min53sec,3,2100,-35.952,19.880
0min53sec,3,2200,-35.689,19.875
0min53sec,3,2300,-34.930,19.862
0min53sec,3,2400,-34.304,19.853
0min53sec,3,2500,-33.698,19.842
0min53sec,3,2600,-33.378,19.837
0min53sec,3,2700,-32.825,19.828
0min53sec,3,2800,-32.438,19.820
0min53sec,3,2900,-31.994,19.813
0min53sec,3,3000,-31.708,19.808
0min55sec,3,3100,-31.623,19.806
0min53sec,3,3200,-31.654,19.804
0min53sec,3,3300,-31.450,19.799
0min53sec,3,3400,-31.054,19.793
0min53sec,3,3500,-30.926,19.792
0min53sec,3,3600,-30.914,19.792
0min54sec,3,3700,-30.940,19.794
0min55sec,3,3800,-31.157,19.798
